,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY
1038,1038,2037,do i want to the best home or take the train,2021-06-15 23:43:32+00:00,2021-06-15,2021-24
1039,1039,2038,"should have stayed in that are train. this is ridiculous. e train running local in queens. shaking my head if i am fired from my job, you all better hire me to be a station cleaner or something! https: and and t.co and tprayw3flk",2021-06-15 23:39:24+00:00,2021-06-15,2021-24
1040,1040,2040,just tripped up the subway stairs hard. and ofcourse a cute ass niggga came to the rescue.. i could not even make eye contact with him... there goes my fairytale ending,2021-06-15 23:06:26+00:00,2021-06-15,2021-24
1041,1041,2041,"the same train can be a 2, a 4, or a 5? putting the express in gender expression",2021-06-15 22:57:08+00:00,2021-06-15,2021-24
1042,1042,2042,i am on the 6.36pm train from gct to stamford (june 15). from harlem this train has been full with passengers up between rows. please bring more peak trains and express trains. https: and and t.co and qhypk4x0b9,2021-06-15 22:53:29+00:00,2021-06-15,2021-24
1043,1043,2046,thanks for screwing up the commute again. nyc is back baby. how do you send are train express when there is not one right behind it...,2021-06-15 22:13:39+00:00,2021-06-15,2021-24
1044,1044,2048,sounds about right mta bosses 'misused' credit cards thanks to razor thin oversight: ig https: and and t.co and nwe1i7pdsn via,2021-06-15 21:50:18+00:00,2021-06-15,2021-24
1045,1045,2053,the a train be booking it,2021-06-15 21:03:24+00:00,2021-06-15,2021-24
1046,1046,2054,on my way! to nyc to sing and i have not taken the train and subway in like 20 years. they got outlets on the train now. wait these seats have not been sanitized,2021-06-15 20:55:27+00:00,2021-06-15,2021-24
1047,1047,2056,i feel like i was on the same train as you but could only faintly hear it because i was in a different car,2021-06-15 20:25:07+00:00,2021-06-15,2021-24
1048,1048,2059,i hate when the train says please stand clear of the closing doors but the doors do not close,2021-06-15 20:04:05+00:00,2021-06-15,2021-24
1049,1049,2062,"i am at mta subway eastern parkway and brooklyn museum (2 and 3) in brooklyn, ny https: and and t.co and gb7oryfcg4",2021-06-15 19:18:54+00:00,2021-06-15,2021-24
1050,1050,2064,"once east side access of gct opens, i will never have to take the subway for once unless i decide to arrive at and leave from penn station. https: and and t.co and rlmmpklsaf",2021-06-15 18:49:10+00:00,2021-06-15,2021-24
1051,1051,2065,"i am at mta subway franklin avenue medgar evers college (2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and wnam98fwct",2021-06-15 18:41:07+00:00,2021-06-15,2021-24
1052,1052,2066,only thing good about the mta is the fine women you see other than that it is a shit show,2021-06-15 18:36:57+00:00,2021-06-15,2021-24
1053,1053,2067,made it under 250 and went through a subway tunnel just to end upwards of 2400.... what the fuck is 5g anyway,2021-06-15 18:24:25+00:00,2021-06-15,2021-24
1054,1054,2069,so my ass decides to get on the train and why a lady next to me had a roach crawling on her i am so disgusted i moved so fast,2021-06-15 17:57:38+00:00,2021-06-15,2021-24
1055,1055,2071,"7 train was good the grin train smell like death , damn hippies",2021-06-15 17:36:19+00:00,2021-06-15,2021-24
1056,1056,2072,damn mofos stink on the grin train,2021-06-15 17:35:09+00:00,2021-06-15,2021-24
1057,1057,2074,"damn i got to ride the train today, shaking my head , vacation mode ,",2021-06-15 17:07:56+00:00,2021-06-15,2021-24
1058,1058,2075,just got back in nyc and this lady already going off on the traini swear i love nyc. i might go away but i will always be back,2021-06-15 17:03:46+00:00,2021-06-15,2021-24
1059,1059,2077,can you put some police on the subway trains. every single day there are people preaching for $. those of us trying to go to work do not appreciate it,2021-06-15 16:57:49+00:00,2021-06-15,2021-24
1060,1060,2078,"to be clear i take train maybe 3x per year (for reasons stated above) you expect a rider to remember that slightly cheaper city ticket is available if they do a thing in the machine? the ""narrative"" is that the train is needlessly expensive, wasteful and hostile to riders.",2021-06-15 16:53:29+00:00,2021-06-15,2021-24
1061,1061,2080,"if i am inside and not eating and drinking, i have got my mask on in public spaces. subway stations and trains mask on too. but it is off as soon as i step outside!",2021-06-15 16:32:41+00:00,2021-06-15,2021-24
1062,1062,2082,this lady has her mask over her nose... but her mouth is exposed. make it make sense. i did not miss subway interactions with human beings,2021-06-15 16:21:39+00:00,2021-06-15,2021-24
1063,1063,2086,fuck the mta,2021-06-15 15:56:26+00:00,2021-06-15,2021-24
1064,1064,2087,"yeah, my parents were not letting me take the train into nyc. i do not know anyone who could, but i am talking the 70s, very early 80s. amusement park we could. i cannot remember what i let my now 32 yr old do, but i was usually the driver and chaperone. i have to ask her!",2021-06-15 15:53:52+00:00,2021-06-15,2021-24
1065,1065,2088,got boxes for moving....do not want to take an uber...empty train trains could whisk me within a block of my home in like 5 min...but way too expensive! so it is the irt and a 7 block slog for me! https: and and t.co and e7uwe4wb3z,2021-06-15 15:31:10+00:00,2021-06-15,2021-24
1066,1066,2089,mta be catching me lacking when they make the announcement the train is turning express. now i am 10 stops out the way shaking my head,2021-06-15 14:37:52+00:00,2021-06-15,2021-24
1067,1067,2091,buses work ok. but maybe we should be demanding a one seat subway ride going the right way to mitigate this 1st world problem not experienced in most of the 1st world.,2021-06-15 14:15:30+00:00,2021-06-15,2021-24
1068,1068,2094,sometimes i wish i lived in the city so i can just get up &amp; walk somewhere or just hop on the nearest train. all this extra shit annoying,2021-06-15 14:04:41+00:00,2021-06-15,2021-24
1069,1069,2096,"i am starting to feel like 24 and 7 subway service sucks. there are more delays, more signal problems, more broken cars etc.",2021-06-15 13:24:50+00:00,2021-06-15,2021-24
1070,1070,2097,why did the 7 train just close its doors before the incoming n train could transfer?! the next manhattan bound train is 9 minutes away. wtf.,2021-06-15 13:14:10+00:00,2021-06-15,2021-24
1071,1071,2101,report truck blocking joggers walking path at south end of pond! pls. get rid of it now!,2021-06-15 13:06:23+00:00,2021-06-15,2021-24
1072,1072,2102,"i am at mta subway eastern parkway and brooklyn museum (2 and 3) in brooklyn, ny https: and and t.co and wum5ljn6zv",2021-06-15 12:58:38+00:00,2021-06-15,2021-24
1073,1073,2107,"i am at mta subway nevins st (2 and 3 and 4 and 5) in brooklyn, ny https: and and t.co and rsttisb6px",2021-06-15 12:50:31+00:00,2021-06-15,2021-24
1074,1074,2110,i cannot believe the l train is ... good now,2021-06-15 12:13:07+00:00,2021-06-15,2021-24
1075,1075,2112,one of the downfalls of cutting my commute by more than half is that now i can only listen to at most 5 songs on the train. the pressure to decide which ones to listen to is immense.,2021-06-15 12:05:21+00:00,2021-06-15,2021-24
1076,1076,2115,why is the air conditioner on blast,2021-06-15 11:27:39+00:00,2021-06-15,2021-24
1077,1077,2117,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and a9m3hpjg19",2021-06-15 10:53:50+00:00,2021-06-15,2021-24
1078,1078,2118,"walking to queens on friday, i got cursed at by cyclists who nearly ran me down. bicycles are now joined by motor scooters (so wide that cyclists in opposite direction have to enter pedestrian lane). friday, a motor scooter came at me, yelling that i was in the wrong path. scary.",2021-06-15 10:16:35+00:00,2021-06-15,2021-24
1079,1079,2126,"brooklyn takes much longer to get to anything north of 14th st chelsea, union sq, hk, midtown, central park, ues, uws, airports compared to west part of nw queens. same for above 145th in manhattan. l train notorious for interruptions to brooklyn. so many 3 bed options... https: and and t.co and tzluheaxvd",2021-06-15 05:03:42+00:00,2021-06-15,2021-24
1080,1080,2128,it was a 1 train about 2 hours ago. second car from the front. i do not know the car number.,2021-06-15 04:37:00+00:00,2021-06-15,2021-24
1081,1081,2129,someone full on pee'd on the subway and then dipped. new york is back babes,2021-06-15 04:14:01+00:00,2021-06-15,2021-24
1082,1082,2131,"i do not know how to explain this but the 4 and 5 and 6 trains are masculine, the f train is feminine, the l train is non binary, and the grin train is trans",2021-06-15 02:24:55+00:00,2021-06-15,2021-24
1083,1083,2133,i am wearing old sweats from '07 so i guess i am that crazy person on the train huh,2021-06-15 02:08:04+00:00,2021-06-15,2021-24
1084,1084,2135,forgot how bright the world seems when you are a little tipsy on the train :'),2021-06-15 01:58:56+00:00,2021-06-15,2021-24
1085,1085,2138,it will be a long ride to the bronx on the a train when that happens.,2021-06-15 01:42:40+00:00,2021-06-15,2021-24
1086,1086,2139,"reports of unsanitary conditions in the subway, including everything from feces and blood to garbage, are grossing out riders of new york city's transit system and creating another deterrent along with crime another great job by mayor de blasio and aoc",2021-06-15 01:17:34+00:00,2021-06-15,2021-24
1087,1087,2140,whole lot of dior bags and bucket hats in this damn subway,2021-06-15 00:51:09+00:00,2021-06-15,2021-24
1088,1088,2142,"i am still wondering how come this has not been open? sure it was meant for the uncompleted second avenue subway but come on, why not open this section up? https: and and t.co and 3xqrkfhklr",2021-06-15 00:44:22+00:00,2021-06-15,2021-24
1089,1089,2145,it feels like the pits of hell in the subway,2021-06-15 00:20:21+00:00,2021-06-15,2021-24
1090,1090,2146,so my e train is awaiting the terminal at jc to be cleared?,2020-07-22 23:53:41+00:00,2020-07-22,2020-29
1091,1091,2147,you sure. because the train operator is saying there is a switch malfunction somewhere and they do not know when we will be moving. they telling us we may take the bus service on the street,2020-07-22 23:50:24+00:00,2020-07-22,2020-29
1092,1092,2150,it is an egregious failure that has not engaged to put secure bike parking at the very least within a block of every single transfer subway station. https: and and t.co and aajmqn2kcs,2020-07-22 23:37:34+00:00,2020-07-22,2020-29
1093,1093,2152,oh my god the train station right now ! https: and and t.co and nhnmirvxtk,2020-07-22 23:24:11+00:00,2020-07-22,2020-29
1094,1094,2158,belt bag and bottle and a few hours of work and no more train buddie coulda had a v https: and and t.co and 2iau32mfmk,2020-07-22 23:12:58+00:00,2020-07-22,2020-29
1095,1095,2163,there is people on the train with no mask,2020-07-22 21:45:12+00:00,2020-07-22,2020-29
1096,1096,2164,"first time getting on the train since november, not enjoying my experience",2020-07-22 21:44:03+00:00,2020-07-22,2020-29
1097,1097,2166,why you all shame people for wearing designer and taking the trains? in nyc the train can turn an 30 minute drive into 10 15.,2020-07-22 20:59:11+00:00,2020-07-22,2020-29
1098,1098,2168,for real. though if i dig more than 5 feet into my backyard i think i would hit subway access.,2020-07-22 20:41:00+00:00,2020-07-22,2020-29
1099,1099,2171,so much for ....at least this asshole is wearing a mask.... path train to world trade center https: and and t.co and oqbunmgjqf,2020-07-22 20:19:29+00:00,2020-07-22,2020-29
1100,1100,2173,everytime i am on the metro the train breaks down or a tree falls on the track,2020-07-22 20:16:03+00:00,2020-07-22,2020-29
1101,1101,2177,what is the ingredients for the hand sanitizers in the stations? that thing is watery and sticky as hell,2020-07-22 19:52:51+00:00,2020-07-22,2020-29
1102,1102,2180,"hey today 07.22.20 on bx11 bus did not force people to wear masks. since front section was blocked off, he did not care about the rest of us. it was only a handful of people while rest of us were wearing masks on a crowded bus. https: and and t.co and jvvjuvhmi8",2020-07-22 19:37:58+00:00,2020-07-22,2020-29
1103,1103,2184,this looks exactly like the world trade center subway station in nyc but can only carry like 10 people at a time: https: and and t.co and 9fay5vyero https: and and t.co and 55yeb1tyqn,2020-07-22 18:51:01+00:00,2020-07-22,2020-29
1104,1104,2186,"cleaning the train. (thank you!) . since this is the first stop, i waited until the last moment to board. 96th street (second avenue subway) https: and and t.co and 0jrvvxwiki",2020-07-22 18:43:21+00:00,2020-07-22,2020-29
1105,1105,2188,"traffic in brooklyn is a bitch, and the subway still gives me the creeps.",2020-07-22 18:14:41+00:00,2020-07-22,2020-29
1106,1106,2189,awww saw my first subway rat in months,2020-07-22 18:13:49+00:00,2020-07-22,2020-29
1107,1107,2194,"the mta chairman pat ""fiscal tsunami"" foye asks a reporter for her opinion on subway fare increases. the reporter replies that she gets around on bikes these last couple of years. this truly is",2020-07-22 17:56:10+00:00,2020-07-22,2020-29
1108,1108,2195,try to ask when are we getting 24 and 7 subway service because we are getting reports thst buses do not show up or they are packed specially in queens,2020-07-22 17:50:57+00:00,2020-07-22,2020-29
1109,1109,2197,also how much shittier would the c train be if you had to drag your own private car down there and wait in line?,2020-07-22 17:42:22+00:00,2020-07-22,2020-29
1110,1110,2199,a simple question remains when are we getting 24 and 7 subway service back,2020-07-22 17:30:48+00:00,2020-07-22,2020-29
1111,1111,2200,"in 2004, i was on my way to a yankee game and a woman asked me if this was the train to yankee stadium. when she walked away, she went over to willem dafoe and said this was the right train. i then spent the whole ride starstruck and terrified of bothering the green goblin.",2020-07-22 17:18:32+00:00,2020-07-22,2020-29
1112,1112,2201,damn that shit look good... my subway sub not topping that laugh,2020-07-22 17:18:25+00:00,2020-07-22,2020-29
1113,1113,2204,remember i lost my wallet walking to the train and still found it?!,2020-07-22 17:12:25+00:00,2020-07-22,2020-29
1114,1114,2206,"could someone ask when are we going to have 24 and 7 subway service because nyc is in phase 4 since monday, we are having buses not showing up",2020-07-22 17:10:36+00:00,2020-07-22,2020-29
1115,1115,2212,this is also my first time on the train since march... so my anxiety really jumped out. l o l,2020-07-22 16:27:19+00:00,2020-07-22,2020-29
1116,1116,2213,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and 1qvodf8npg",2020-07-22 16:22:22+00:00,2020-07-22,2020-29
1117,1117,2217,do you mean grumpy larry,2020-07-22 15:55:45+00:00,2020-07-22,2020-29
1118,1118,2220,"2 no one on the train said anything (lot of side eye). my question is: if i have an extra mask and someone appears neurotypical as in does not appear to be in psychosis do you offer a mask, ""hi, i have an extra mask if you would like it"" or just keep your mouth shut?",2020-07-22 15:51:27+00:00,2020-07-22,2020-29
1119,1119,2221,"1 i was riding on the downtown d train, and a woman without a mask joined our car. a (masked) passenger a block of seats away motioned that could to me that i could on move to the end of his block. everyone in our part of the car started putting on hand sanitizer.",2020-07-22 15:51:27+00:00,2020-07-22,2020-29
1120,1120,2222,"me and a friend got followed out of a metro in paris. we saw a group of men looking at us and when the train stopped we got out of the wagon we were in to see if we could avoid them, but the just followed us out, we waited until the last second to jumo back into the train. https: and and t.co and bnevsclubx",2020-07-22 15:48:03+00:00,2020-07-22,2020-29
1121,1121,2225,"i did not know that was admission? they are hq, train &amp; play in nj and rep the entire ny metro area just like the ny giants and ny jets do. just common knowledge. i am well aware who sbfc owner is. however, they have an agreement with rbny to play at rba and train at rbny facility.",2020-07-22 15:13:47+00:00,2020-07-22,2020-29
1122,1122,2226,"just ordered a bike helmet. very, very excited about commuting by citi bike to a coworking space. if it works well, i will buy a new bike, like many people trying to avoid the subway (and live in a future with fewer cars)",2020-07-22 15:02:44+00:00,2020-07-22,2020-29
1123,1123,2227,"hi. what is the delay with the d train to manhattan? i am at bedford park blvd., and we have been sitting here for about 20 minutes. now there is another manhattan d just sitting across from us on the express track.",2020-07-22 14:50:13+00:00,2020-07-22,2020-29
1124,1124,2232,"the first public speaker says the subway should be ""powered by wind and solar,"" then cites a george harrison song.",2020-07-22 14:12:21+00:00,2020-07-22,2020-29
1125,1125,2234,"shocking absolutely nobody, that sort of waste is found everywhere within the mta. there has never been a concerted effort to do anything about it, the solution is always more $. for the money we have spent on it the subway could be world class. it is only not because of corruption.",2020-07-22 14:06:11+00:00,2020-07-22,2020-29
1126,1126,2235,they do not care i travel by everyday &amp; the disrespect even by mta workers no mask no enforcement just talk talk horrible,2020-07-22 14:05:15+00:00,2020-07-22,2020-29
1127,1127,2236,"new york city randomly has two employees on almost every train, a driver and a conductor. even on lines specifically equipped for driver only operation, like the l. almost no other subway system in the world has two people operating a train. it costs us hundreds of millions.",2020-07-22 14:02:54+00:00,2020-07-22,2020-29
1128,1128,2237,"nyc transit, only going to get worse i cannot believe the train went back to bk and i just switched trains and went to work i am that desperate to leave my house hah.",2020-07-22 13:55:59+00:00,2020-07-22,2020-29
1129,1129,2238,"i think i am going to buy a car. try to get parking included in my compensation package. because riding the train like we once did is not safe, that i am sure of. https: and and t.co and hwthanox3i",2020-07-22 13:53:08+00:00,2020-07-22,2020-29
1130,1130,2242,when there are not no seats on the train........ . . . ... https: and and t.co and gepv4lbc5y,2020-07-22 13:30:04+00:00,2020-07-22,2020-29
1131,1131,2245,"needs to do a better job,the delays in subway train system is annoying,frustrating and dreams killing!",2020-07-22 13:04:02+00:00,2020-07-22,2020-29
1132,1132,2248,"everyone is getting on the ""i love train"" but i would just like you all to know that i am the conductor of that train.",2020-07-22 12:26:34+00:00,2020-07-22,2020-29
1133,1133,2251,nahh definitely not taking the train down to coney island everyday,2020-07-22 12:24:35+00:00,2020-07-22,2020-29
1134,1134,2253,"my a train is stuck between broad channel and howard beach,the annoying part is the another a train just used another track besides mine and we still waiting hopelessly",2020-07-22 12:15:19+00:00,2020-07-22,2020-29
1135,1135,2256,"rode the subway, good signage. cover + . definitely it is hard for people i hear that it feels claustrophobic, sweaty, hot, causes nausea but we can learn and adapt as we can do our little part to protect our communities while government fails to protect us. https: and and t.co and iiu7blmyjd",2020-07-22 11:47:41+00:00,2020-07-22,2020-29
1136,1136,2258,"first time back on the train after 4 months and cannot say i have missed the mta, but it beats being stuck in traffic for an hour and a half",2020-07-22 11:27:14+00:00,2020-07-22,2020-29
1137,1137,2262,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and fybszayf5w",2020-07-22 10:18:30+00:00,2020-07-22,2020-29
1138,1138,2263,"i am at mta subway sutphin blvd and archer ave and jfk (e and j and z) in jamaica, ny https: and and t.co and o8r5p7nisb",2020-07-22 10:12:17+00:00,2020-07-22,2020-29
1139,1139,2270,(not that anyone asked but) that walk was a little under 2hrs consisting of about 8500 steps. the others were from the park w and + taking the train into the city for my 1st pt &amp; chiro appt since covid started. (obviously it was very effective! ),2020-07-22 03:55:56+00:00,2020-07-22,2020-29
1140,1140,2272,i enjoyed it enough for the both of us for sure i have been weary of talking the long subway ride there but it was quiet for a weekday hoping you find a safe way to enjoy your summer,2020-07-22 03:40:49+00:00,2020-07-22,2020-29
1141,1141,2277,a positive of social distancing guidelines: personal space on the mta,2020-07-22 02:50:27+00:00,2020-07-22,2020-29
1142,1142,2280,"the mayor's happy to paint blm on the street, but the bad faith budget will embolden the nypd for another half a million mundane assaults, and when police assault a homeless man on a train, his response is ""if he would just complied with an illegal order, he would be fine.""",2020-07-22 02:21:49+00:00,2020-07-22,2020-29
1143,1143,2281,the train station part had me shoook like why the walls moving uh uh,2020-07-22 02:04:39+00:00,2020-07-22,2020-29
1144,1144,2282,i even took the train the other day laugh,2020-07-22 01:47:02+00:00,2020-07-22,2020-29
1145,1145,2285,"could not agree more, but appears the train has left the station...",2020-07-22 00:48:28+00:00,2020-07-22,2020-29
1146,1146,2286,when you had to run your butt back upstairs real quick before you get popped. take a ... https: and and t.co and cclhzkbwun,2020-07-22 00:41:39+00:00,2020-07-22,2020-29
1147,1147,2287,when! i know one train usually comes down overnight but when is the return?,2020-07-22 00:37:19+00:00,2020-07-22,2020-29
1148,1148,2289,does not get any better than this !! currently with us on 2 train conductor's car (6375) to uptown manhattan.. his nose is red too..maybe he got the flu start enforcing with summonses https: and and t.co and krvqhg0i9m,2020-07-22 00:21:27+00:00,2020-07-22,2020-29
1149,1149,2290,this heat are not for me. a young brother kept looking at me on the train today. i thought it was because i looked cute. homeboy offered me a water. i was sweating profusely tho.,2020-07-22 00:12:22+00:00,2020-07-22,2020-29
1150,1150,2293,"do not take the a, c, d, b, e, are train right now! take the s, m, d.",2021-06-01 23:39:53+00:00,2021-06-01,2021-22
1151,1151,2294,"finally got to the gym after facing every possible train delay and immediately have to sht, who is doing this to me",2021-06-01 23:39:03+00:00,2021-06-01,2021-22
1152,1152,2295,yup. i would say the subways are back: https: and and t.co and yvzmn7wcck,2021-06-01 23:25:15+00:00,2021-06-01,2021-22
1153,1153,2297,"i race from thirty fourth street taking the d to the l train to the village east by angelika and i miss like the first two minutes. i genuinely enjoyed it, but the ending had me wanting more. https: and and t.co and ky0euigmpp",2021-06-01 22:54:30+00:00,2021-06-01,2021-22
1154,1154,2298,i would like to see distance limitations. much like a new bar or restaurant has a distance rule maybe have a 500 foot rule per dispensary so 5 stores are not opening by the path. also a rule to keep them away from schools.,2021-06-01 22:43:30+00:00,2021-06-01,2021-22
1155,1155,2300,can the train operator close the e train doors car 9307 there is a real loud annoying sound at 7th avenue station,2021-06-01 22:24:55+00:00,2021-06-01,2021-22
1156,1156,2301,just ran for the subway for the first time since march 2020.... i cannot lie...i lowkey miss my nyc commute life.,2021-06-01 22:23:48+00:00,2021-06-01,2021-22
1157,1157,2302,this is what customers have to listen at7th avenue on the e. car 9307 while we wait on delays!!! https: and and t.co and ohoohawfgq,2021-06-01 22:20:25+00:00,2021-06-01,2021-22
1158,1158,2303,can the fucking mta at least close the train door e train 9307 at 7th ave stuck for over 10 mins awaiting. this annoying loud sound!!!! from some equipment in the station!!!! as if delays on the efmr lines not enough!!!,2021-06-01 22:18:49+00:00,2021-06-01,2021-22
1159,1159,2304,"ninety nine feet below ground you will find the q train platform, as well as some of your 19th precinct police officers. they are keeping a watchful eye this evening, along with officers, ensuring safe travels for all straphangers. https: and and t.co and z9qjdtjkei",2021-06-01 22:18:38+00:00,2021-06-01,2021-22
1160,1160,2305,"nyc is back baby! packed trains, all seats filled (even the middle ones) and od train delays due to train traffic ahead. it is lit!",2021-06-01 22:13:58+00:00,2021-06-01,2021-22
1161,1161,2309,is it so hard to keep the mask on during the train ride https: and and t.co and fklkcfiscn,2021-06-01 21:46:08+00:00,2021-06-01,2021-22
1162,1162,2310,every single i time i pass the 110th street stop on the subway. iykyk. https: and and t.co and bhupy1pfdl,2021-06-01 21:32:08+00:00,2021-06-01,2021-22
1163,1163,2311,fun to see a new elevator press conference,2021-06-01 21:24:02+00:00,2021-06-01,2021-22
1164,1164,2312,masks are required on subway https: and and t.co and lafvih3bvo,2021-06-01 21:18:16+00:00,2021-06-01,2021-22
